subject,activity,trial,is_fall,acc_length,gyro_length,length_diff,acc_max_smv,acc_mean_smv,acc_peak_ratio,gyro_max_mag,gyro_mean_mag
6,1,1,False,154,360,206,18.15383004128864,9.996333121826888,1.8160489253293741,4.840226079981141,1.4514286710822035
6,1,3,False,61,946,885,13.76630741830248,9.976007645639442,1.3799415451050079,5.331245286630466,0.944709649442256
6,1,4,False,361,210,151,20.54280468667941,10.089990944134037,2.035958682228816,4.684456495438258,1.163198218278674
6,2,1,False,83,426,343,13.892478118959778,9.640227750169535,1.441094387454126,5.866877609630606,1.2659267788112547
6,2,2,False,99,1129,1030,16.0260412989707,10.422036485516239,1.537707271113991,9.436899744612766,1.7404109788885727
6,3,1,False,466,1609,1143,25.2398371388608,10.514042791048427,2.4005834498166547,11.909422413342705,2.8173231284128644
6,3,2,False,356,779,423,23.137707864149682,10.620993529814003,2.178488083757452,9.311656954054659,2.517613115615293
6,3,3,False,356,692,336,18.55885796373597,10.721419442006372,1.731007544925679,10.648612926834799,2.0896867322588557
6,4,1,False,198,662,464,19.001620084871558,10.5035349365514,1.8090690592799248,7.0377264589389465,1.634290315282273
6,4,2,False,108,1620,1512,16.62949596807123,10.313118616410042,1.612460456479777,9.581910785522698,1.3497278170451867
6,5,2,False,248,307,59,18.054732610899254,10.24339842458486,1.7625725218244883,4.090025460853664,0.6935515107977283
6,5,3,False,240,538,298,14.971880459843947,10.183831259088652,1.4701618736838884,6.991339091077516,0.9017728581969647
6,5,5,False,222,802,580,14.041265347306828,10.178631733418685,1.3794845615065747,2.1719437232213274,0.8055748193774532
6,6,1,False,141,493,352,24.983176746653715,10.257292290871252,2.4356502684954826,10.509633673903727,2.8562643679342203
6,6,2,False,189,307,118,26.538474316902832,10.329910629120796,2.5690904059129,48.058840299047674,2.4020418657071367
6,6,3,False,287,366,79,22.61432118378445,10.409422492005543,2.172485666657054,6.870234191359298,1.9275190770970045
6,6,4,False,201,141,60,29.728390202954984,10.371201475710965,2.8664364725643017,6.915266730815777,1.9669070588613893
6,6,5,False,199,289,90,42.610784137311136,10.437001984766283,4.082665133021786,11.733080018952133,2.8705179015753157
6,6,6,False,218,304,86,34.140501315338,10.518347533057437,3.2458046452241636,9.70108171598192,3.123627474835527
6,8,1,False,283,341,58,17.26967005061155,10.462131111695397,1.6506837708045263,5.334114189169726,1.3809794719722817
6,8,2,False,403,2772,2369,20.971884851120297,10.565421373208242,1.984954891098918,7.563855873281036,1.7091795995007215
26,2,1,False,583,122,461,12.887939232436446,9.868519036300698,1.3059648739561995,122.00764864013333,61.526112183797856
26,3,1,False,575,69,506,21.414679202072676,10.126420328482867,2.1147333891218865,69.04258544384591,35.17812509716254
26,5,1,False,570,54,516,16.656936830183128,9.988711214983532,1.6675761722414384,54.01018914874426,27.64143835325613
26,6,1,False,551,121,430,19.152171281323163,9.91118748203269,1.9323790712988758,121.02061575252985,61.094020298954966
26,7,1,False,555,188,367,18.270107892208316,10.576256806082053,1.7274644715914176,188.01977911111433,94.59215789896612
28,2,1,False,576,1189,613,17.658945189765486,9.946476189304056,1.7753971191326092,2.791782304420355,0.6707603857915305
32,2,1,False,250,733,483,14.507922563463165,9.9450955552893,1.4588017247515643,4.9343202514701385,1.7127209924855928
32,2,2,False,161,2222,2061,12.67140011118565,9.834864864147848,1.288416289734085,10.575798495987025,1.070250768330088
32,2,3,False,121,1132,1011,13.393175802772198,9.903478610149843,1.3523708503315326,8.871758841752118,0.909559711909367
32,2,4,False,281,66,215,14.377974190120552,9.906898399033137,1.4513093398647021,0.6377205794598505,0.23088643354684701
32,6,1,False,321,236,85,19.018561532101764,10.785660377954036,1.763319152283215,12.056269339663757,2.0143818332458707
32,7,1,False,140,953,813,28.062165513100137,11.197056200385795,2.506209220158345,22.76973222839877,4.462192939118441
32,7,2,False,191,138,53,29.181698331432838,10.938416221547538,2.667817507919452,12.681317876285334,4.095426225487956
32,7,3,False,201,297,96,22.990525590885227,10.750534839423263,2.138547143272467,11.397231355040551,3.9138025010270168
32,8,1,False,721,127,594,15.82774416255449,10.104185929115083,1.566454166414585,8.876968139357276,2.648020564991424
32,8,3,False,241,323,82,14.601587437365238,10.197519976608824,1.4318763244925967,3.5431810756021633,1.1513086111719673
32,10,1,True,221,95,126,14.810238236337739,10.017133451562005,1.4784906573490264,2.4821742148172525,0.8294896877550698
32,10,2,True,181,123,58,35.3255509826311,10.54712121285249,3.3493073831455624,9.469707330000423,4.227331744025603
32,10,3,True,281,88,193,18.405980236505087,10.328456368293507,1.7820649632782946,22.531622745477033,6.575215145315588
32,13,1,True,260,155,105,17.61207141932025,10.140087984049984,1.7368756000593573,0.760409157277802,0.177246215129474
32,13,2,True,261,854,593,25.790049433616776,10.096092724355428,2.554458453601289,4.5151136006038275,0.6834754395071897
32,13,3,True,261,465,204,29.420230509296662,10.067842598799,2.922198096698913,5.264045954359874,0.72981399184352
32,13,4,True,221,2693,2472,15.924662478327797,9.850336005645794,1.6166618532640753,8.248839806084428,1.0455194410116995
33,1,1,False,430,482,52,16.672649871488424,9.834010785261253,1.6954069116461137,11.298595001631272,0.93958983913615
33,2,1,False,340,509,169,17.387072877263623,10.697085751574255,1.6254027746249295,7.612927508756652,1.8450752440726859
33,2,2,False,434,648,214,18.616191238506087,10.671598086625849,1.7444614264842078,4.3191425662047145,1.7709120043932696
33,2,3,False,340,510,170,18.914652478047266,10.494411581795983,1.8023547401965645,4.665368681953342,1.603160274538409
33,2,4,False,341,510,169,19.28650080593262,10.488086816494183,1.8388959898017405,3.9264437910156977,1.3596031287876833
33,2,5,False,433,649,216,17.594084962990745,10.997675905657427,1.5998002757966334,4.154210473151925,2.1711980067645245
33,2,6,False,341,509,168,15.433713957266082,10.308863287387435,1.4971305285595775,4.822256480880455,1.1606774179578767
33,2,9,False,272,407,135,16.335376105342508,9.884259503666911,1.6526656430616449,9.389342643455368,0.8264340257881059
33,2,10,False,339,508,169,15.639502126326564,10.011984660259909,1.5620781135215787,4.559258310007763,1.1254241864965662
33,3,2,False,405,465,60,27.5811040164302,10.628732427756152,2.5949570353708977,13.784643809687125,2.5269117523846867
33,3,6,False,355,495,140,26.46742720827677,10.89384029818859,2.4295773078646983,25.241937169244835,3.890044398585553
33,3,14,False,341,511,170,35.458092951529444,11.457959453478603,3.0946254491953376,16.440778324083173,3.912451145137443
33,3,15,False,340,510,170,24.09496921704732,10.737051870120562,2.2440954450130466,19.392777496399592,4.486488124220671
33,5,2,False,382,488,106,31.475080727871443,10.84066686979476,2.9034266135910767,16.599002060118163,3.8178848407704162
33,5,3,False,341,512,171,34.17863734292976,10.368737764856462,3.296316107618307,17.1261030339154,2.6518196852884532
33,5,4,False,516,618,102,36.28615252752033,11.011349876879551,3.295340980015237,21.517026369278845,3.5812418240493056
33,6,1,False,340,510,170,32.947679342342006,12.955705328753828,2.543101937012034,19.225871389345524,5.519134122490551
33,6,2,False,391,488,97,37.58834941369782,11.787458030684864,3.1888426905919993,17.92947371749504,3.7410308027693633
33,6,5,False,370,493,123,16.86918327733933,10.385513863795529,1.624299334855566,20.208843335925486,3.0370389551570747
33,6,7,False,340,510,170,16.182005638795328,10.196255166820556,1.5870538112445784,14.388135724862218,2.2658387639598083
33,6,8,False,562,647,85,14.1553401328354,10.027272907347347,1.41168393934371,10.548879462132343,2.364654185533139
33,6,9,False,259,10,249,12.564241149711458,9.599494980251258,1.3088439717371632,0.5259701624823,0.18643475563838374
33,7,1,False,347,521,174,12.64831126295593,9.690661165703773,1.3052062221169713,4.057166436187711,1.0153866892989
33,7,2,False,365,546,181,13.856677672080211,9.725259123300349,1.424813208794965,4.147220975180285,0.8146779184415108
33,7,3,False,319,478,159,12.455562502698704,9.727145519986186,1.2804951323388283,4.060146305221726,0.8700537529668133
33,7,4,False,338,504,166,14.336896418825502,9.732381781376564,1.4731128233716433,4.421466030824894,0.8392261448427119
33,7,10,False,411,484,73,26.831449024782426,11.760281887129484,2.2815311111999446,14.136596278503461,4.630492271592017
33,7,11,False,340,510,170,30.811579062457298,11.607045530225829,2.654558298722572,15.797769869079874,4.832817821367926
33,7,12,False,385,491,106,30.171418083182456,11.640943993039466,2.5918360293894254,14.885176162339286,5.1253688397818875
33,8,1,False,341,509,168,37.99828321195153,10.485302816651433,3.6239566791879283,10.328789005632407,2.1299086086907146
33,8,2,False,340,510,170,41.081381221417075,10.313685522837726,3.9831911774523405,14.518005990783076,1.5313943985226315
33,8,3,False,340,509,169,21.940767296377057,10.267880844756988,2.1368350107229923,7.259686686659118,1.2936753577910542
33,8,7,False,340,507,167,18.305232196495147,10.098103773712317,1.8127395586902635,6.753794754713705,1.6569310151151477
33,8,8,False,339,509,170,16.944082886863118,10.116064974878006,1.674967777707238,5.147560591892468,1.6463812632828194
33,8,9,False,341,509,168,18.05522283459053,10.029188900494868,1.8002674987702105,4.779636058270201,1.3991064588303033
33,8,10,False,434,649,215,19.18103671355153,10.253096954345507,1.870755419582236,8.667888241215268,2.11694609600047
33,9,8,False,455,681,226,15.726889712279819,9.848112400921485,1.5969445774033622,4.0491167706732805,1.2259999907124868
33,9,10,False,411,614,203,13.220430870192518,9.817846642951466,1.3465713345826356,5.661971974527469,1.0569724851444517
33,11,1,True,341,509,168,18.27977851542246,10.157257385845522,1.7996766059014293,10.747971765891338,2.322450235877312
33,13,1,True,385,493,108,28.146016621270753,10.961877776379772,2.5676272961410334,12.149714151697037,1.5937468666848855
33,13,2,True,434,649,215,34.83644294041145,10.610451695393413,3.2832195940068876,11.965014069081896,1.5755945690583106
33,13,4,True,340,507,167,23.316265515688226,10.48521952039726,2.2237269756816267,8.91214900653028,1.4092569142018714
33,13,5,True,340,510,170,26.8876792678381,10.144937818218443,2.650354267627863,4.694096629952136,1.0078913815013868
33,13,6,True,519,615,96,26.62081549649813,10.304419966649098,2.583436579334276,13.862773942143418,1.3505360428756394
33,13,10,True,304,407,103,19.402675913684334,10.198507979657167,1.9025014181840703,8.736708530732756,1.4604385593709779
33,14,2,True,502,611,109,40.383934506701436,10.541131624210266,3.831081510797106,7.0100448357826,1.8265699807519076
33,14,6,True,340,509,169,34.246129040707565,10.4166941605153,3.2876197073772255,8.23664900484124,1.731534408944775
33,14,7,True,433,649,216,23.8965366330705,10.354125077825609,2.307924274661127,7.030661464649081,1.5038927590204898
34,9,3,False,732,334,398,27.659009769437645,9.785356148356623,2.8265715955384056,6.379452725807736,1.5144816566572312
34,9,4,False,729,388,341,17.41224725233183,9.95967504799639,1.7482746325495775,10.549554498407584,0.559342838753071
35,2,2,False,141,309,168,13.11292704887944,9.871372721607328,1.328379284766841,10.859652087092535,1.585087289340998
35,6,1,False,175,78,97,20.704242743465166,10.76518916366429,1.9232586078575882,5.169310567209878,1.0341243105655138
35,6,2,False,177,111,66,19.59622497208044,10.678737595676472,1.8350694338311784,5.658394153231292,1.8857407594445763
35,6,3,False,171,482,311,23.516434778725475,10.870522635335831,2.1633214469973594,20.275850348670534,4.09533516187417
35,6,4,False,181,1417,1236,20.020188581357193,10.704089676481715,1.8703307957743345,12.281617250994548,2.6809615392730732
35,7,5,False,161,1924,1763,20.066735308457822,10.623749185819591,1.8888562727322302,14.095229030500695,3.2624283792893967
35,8,1,False,261,157,104,14.579856673397304,9.967020390264762,1.4628099560235681,17.527253446565243,3.5638199199298413
35,9,4,False,121,954,833,15.493967544040352,9.994589474842636,1.5502355116773765,7.904139367495155,1.4418659901737498
35,10,1,True,181,82,99,43.80739843818112,10.480043908451476,4.180077753400681,2.4821742148172525,0.8902665324366531
35,10,2,True,241,121,120,54.24114539029926,10.222575435488459,5.306015659120185,9.469707330000423,4.292485394976385
35,10,3,True,221,87,134,61.23962753532022,10.392927627351302,5.89243278431288,22.531622745477033,6.649632701833519
35,10,4,True,261,1452,1191,55.03589912898626,10.48513600403098,5.248944701846348,16.090367303590767,1.9905379224498618
39,8,2,False,331,498,167,14.852559045533154,10.294495297781909,1.442767090709699,3.66659427708985,1.8978445922216765
43,2,2,False,1090,563,527,19.65705171377134,9.925379555511716,1.9804836262458738,8.870764856309947,1.0471917543547253
43,2,3,False,8139,5374,2765,40.80235576696178,10.092291346519918,4.042922892887179,11.799640596007613,0.9773402954520898
43,3,2,False,10133,7814,2319,41.761245205083554,10.424336004495924,4.006129996866083,23.287989823598597,2.22965515062317
43,5,5,False,2918,2194,724,29.19770956556197,10.373672663057249,2.8145971524043705,23.367334134376406,2.1123252307186284
43,6,3,False,2291,1780,511,16.010896854236425,10.14805780960868,1.5777301567300117,9.02690602573194,1.79044359299513
43,6,5,False,23905,15288,8617,54.946210924998375,10.099808649186622,5.440321968379093,13.902307191326315,1.3789502716269384
43,8,1,False,1582,945,637,18.353391433740374,9.980200174809163,1.838980290362915,6.0817254797652875,1.0887175079383304
43,8,2,False,1542,895,647,17.52886391600766,9.995933546013518,1.7535994830080033,11.384370199633278,1.3317125587650698
43,8,3,False,1560,917,643,37.42465730577285,10.114377109064813,3.7001445432789213,11.972355108603255,1.335780130219141
43,8,4,False,1015,880,135,33.2595222219554,10.282955847423732,3.234432072169583,11.527310718072613,1.5608245874495221
43,8,5,False,2247,1458,789,31.572243669215972,10.087637822113795,3.1297955175101904,10.47652561935224,1.2736842892181606
43,10,1,True,3254,1836,1418,111.8343806363885,10.253460782428373,10.906988664644052,19.385224347227247,1.12931764059094
43,10,3,True,1115,705,410,120.72864666531055,10.452240846981434,11.550503697460384,9.840612199737995,1.1690466878581605
43,10,4,True,1070,675,395,107.34067650335602,10.543627432907408,10.180621146241563,12.789354477731285,1.2362134470968622
43,10,5,True,697,612,85,92.45942620808734,10.437085890293735,8.858739603310653,12.531966696070265,1.3917825871246043
43,10,6,True,815,676,139,111.56176972901211,10.272475844893384,10.860261080669144,14.229998948418347,1.3522822415049884
43,11,1,True,1022,642,380,87.04285779411724,10.590787971673922,8.21873291626028,16.34773428616914,1.365835089061662
43,11,2,True,1020,637,383,91.70526763737963,10.68736284768112,8.580719945469998,11.07230576268052,1.2597564623352657
43,11,3,True,1037,666,371,93.96001343749667,10.69144205122775,8.788338645002842,13.97992512036035,1.4784527532912966
43,11,4,True,1056,651,405,84.76833406909297,10.452805665892038,8.109624984667944,9.748125007400256,0.9887258417721873
43,11,5,True,766,620,146,81.65718886076985,10.505778888422187,7.772597315276981,9.123848034599122,1.2912714926708455
43,12,1,True,1013,636,377,71.52741613812515,10.45655499700092,6.840437992267605,14.278966677654616,1.5465766570872885
43,12,2,True,994,639,355,87.8233696357042,10.53598716265112,8.335561556459794,12.188286188950974,1.637362096933416
43,12,3,True,994,639,355,87.8233696357042,10.53598716265112,8.335561556459794,12.188286188950974,1.637362096933416
43,12,4,True,1024,607,417,80.31284146969485,10.363360857867953,7.749690712663328,13.649165963236124,1.697497428053576
43,12,5,True,1035,666,369,78.10881549400432,10.527236546737686,7.419688450338164,12.348544827159676,1.8127066539526695
43,13,1,True,732,618,114,71.14066735686588,10.147662270003652,7.010547394452732,8.611630548334935,1.1904404418316836
43,13,2,True,845,691,154,65.56581168536661,10.23346025826434,6.40700310223484,12.613911193574452,1.3920971851954191
43,13,3,True,1289,638,651,70.31366212432067,10.41695785243229,6.749922871234778,14.325959396846491,1.513428886605334
43,13,4,True,1278,633,645,36.881262518920686,10.246090286434542,3.599544943670339,12.120605514873006,1.4532361772534512
43,13,5,True,1302,663,639,41.603736180012966,10.32777758058343,4.028333861289388,11.176568625486604,1.286970520448962
43,14,1,True,1189,767,422,121.48355213854508,10.945327541317855,11.099124404359925,23.49604994223076,1.6085278711925262
43,14,2,True,1273,858,415,80.42105546332577,10.403273141765128,7.730360847987606,14.007345133479655,1.458354636784059
43,14,3,True,1092,720,372,87.40328612209409,10.58152699435952,8.259988004196796,15.17343639112108,1.8617034149295781
43,14,4,True,1263,858,405,84.55478523883451,10.638933615370275,7.947674853163837,13.703237299159403,1.7251991673281515
43,14,5,True,1061,694,367,117.33086269307577,10.786630727563326,10.877433885307966,12.578635874855085,1.555649797306349
44,1,1,False,1802,1471,331,15.555264476169194,9.724376101334057,1.599615676941892,4.878655857383516,0.7831057215045741
44,1,2,False,1776,1513,263,15.313572283875494,9.71882594920282,1.575660717473284,4.927226569006869,0.7218587186159711
44,1,3,False,1866,1599,267,15.699175908841012,9.700704092601217,1.6183542702463545,5.018353186010662,0.6272059536571846
44,1,4,False,1694,1401,293,17.75861074892856,9.707768921334194,1.8293194733558509,5.169979930273622,0.7950671905818958
44,1,5,False,2738,1449,1289,15.65506635878376,9.685215455847542,1.6163880312200984,5.926460361928669,0.7490767823353949
44,2,1,False,1494,1137,357,21.570349397547442,9.846893692001931,2.190574007431609,10.297306487995403,1.1011192381923913
44,2,2,False,1418,1027,391,28.851648315322365,9.930650330402948,2.9053130788362522,15.116386803080417,1.1879043608203315
44,2,3,False,1356,1055,301,22.29573413822216,9.90535625852328,2.2508765493950347,11.188531721469886,1.2190397290103687
44,2,4,False,1452,1035,417,15.293147014549296,9.769922108035862,1.5653294703667318,7.968496363392218,0.8726096006065428
44,2,5,False,1352,1025,327,21.57545459093838,9.923628154858267,2.174149840412378,9.801236473423936,1.0557538142588876
44,3,1,False,2802,2365,437,32.306382253673135,10.446029923269009,3.092694780701541,12.090448443820435,2.127786904986615
44,3,2,False,2622,2113,509,36.2679207264431,10.5768681187195,3.428984864429232,12.157847103769862,2.414732664110814
